,n,eta,s0,R,d,C1,C2,C3,g1,g2,g3
0,0.37924589193602876,0.5579746463271029,0.6583328829677174,0.4422791801962228,0.4926437793293041,0.7240091777532502,0.22608913632061164,0.989855394429518,0.6906118567568169,0.244589490717848,0.023231765261583975
1,0.3423557406749627,0.6274944739611719,0.6488938282450677,0.7568403822333175,0.16701953006043435,0.6300323882231946,0.4806353726274149,0.9906843598469064,0.5171668392800659,0.8697583791007557,0.007527826086679087
2,0.6150244672631364,0.45431120517699136,0.3523278608856825,0.35065212780000604,0.6488989496912461,0.4704990095897685,0.6501133787611748,0.8016173257055621,0.5930293209868072,0.5164739165154644,0.38271706416389506
3,0.6223206863764386,0.4288930215508616,0.3964871169629016,0.31456331317927816,0.7235116854649537,0.7318661716882635,0.1352447182414491,0.034024229548527976,0.47357164201810653,0.43888495128390637,0.6863111975530655
4,0.4954134008837185,0.47669248405332304,0.5566979504303318,0.5899343737453039,0.3166110067455281,0.5174028911483729,0.5868276393693933,0.8162999139038826,0.619411152807291,0.508050603348407,0.9626601388401895
5,0.21288960772126342,0.7611899944289993,0.8652288023187519,0.7365914912371452,0.18407842857308337,0.4472200595126897,0.743171801308808,0.1336734518808711,0.4433265814614761,0.729193602528064,0.006414902179010326
6,0.5527569502578138,0.45985254740733056,0.47509819032424594,0.8401806326587175,0.1293331772491158,0.8141271968489274,0.14908690172686778,0.9884007872215771,0.7394475655872422,0.15262662152546277,0.3866366538062799
7,0.42637391107958184,0.5229953661849059,0.6219569379561171,0.7400719609541303,0.19110588200777665,0.7934695663785549,0.1749761151118379,0.3629824999426766,0.6803291952570368,0.13352285948168405,0.009558794110007958
8,0.16452325996376624,0.8606364424843428,0.8895561161969048,0.328395620351193,0.6850921863720902,0.47701410417159684,0.5918325685968391,0.8377855549556877,0.6060933416313308,0.4712416657371547,0.22649984888084979
9,0.4749797962390875,0.4912767715610327,0.5603177084365738,0.4954860524236489,0.42315772261832957,0.5889253782567264,0.5633093853914148,0.44946146698849154,0.7758119993777354,0.2759346962651798,0.45129563135776124
