,n,eta,s0,R,d
0,1.000000000000001,0.42526551315051153,0.01422289789343097,0.5041947984156475,0.4656394589794221
1,0.3120430995421979,0.6098778898621432,0.5413144980230733,0.5065432255889917,0.7647776238571901
2,0.2824760553710857,0.6347742602290045,0.6023202738975332,0.5117417764511792,0.7210532455815982
3,0.3092284904890863,0.5759755268008281,1.0000000000000016,0.5040917986956318,0.39066381401790173
4,0.7198473375823584,0.4578482613241448,0.7126247690500661,0.7320124242961584,-2.5749327680245256e-15
5,0.5498310088920817,0.48388454924896324,0.45016640707018896,0.5112059833130097,0.5442086783879676
6,0.5063387247767003,0.4954622282384771,0.5245950080838155,0.510373862062041,0.5322710655572519
7,0.42766263145105426,0.5237371487105478,0.6528479776921912,0.5084412101962987,0.5168842515876617
8,0.5326153031514581,0.4872079509734302,0.4969238030427112,0.5123987225671321,0.5219005956231906
9,0.47379573894125093,0.5161252792230876,0.45301165740261107,0.5414605545715202,0.5460563283683031
